FirstLayer_task_speed_factor_1,FirstLayer_task_speed_factor_2,FirstLayer_task_speed_factor_3,FirstLayer_task_speed_factor_4,FirstLayer_task_speed_factor_5,FirstLayer_task_speed_factor_6,FirstLayer_task_speed_factor_7,FirstLayer_task_share_factor_1,FirstLayer_task_share_factor_2,FirstLayer_task_share_factor_3,FirstLayer_task_share_factor_4,FirstLayer_task_share_factor_5,playerName,POSTU5,FirstLayer_arg_freq_factor_1,FirstLayer_arg_speed_factor_1,FirstLayer_arg_share_factor_1,FirstLayer_hotkey_freq_factor_1,FirstLayer_hotkey_speed_factor_1,FirstLayer_hotkey_share_factor_1,FirstLayer_dialogue_freq_factor_1,FirstLayer_dialogue_freq_factor_2,FirstLayer_dialogue_freq_factor_3,FirstLayer_dialogue_freq_factor_4,FirstLayer_dialogue_freq_factor_5,FirstLayer_dialogue_freq_factor_6,FirstLayer_dialogue_freq_factor_7,FirstLayer_dialogue_freq_factor_8,FirstLayer_dialogue_freq_factor_9,FirstLayer_dialogue_freq_factor_10,FirstLayer_dialogue_freq_factor_11,FirstLayer_dialogue_freq_factor_12,FirstLayer_dialogue_freq_factor_13,FirstLayer_dialogue_freq_factor_14,FirstLayer_dialogue_freq_factor_15,FirstLayer_dialogue_freq_factor_16,FirstLayer_dialogue_freq_factor_17,FirstLayer_dialogue_freq_factor_18,FirstLayer_dialogue_freq_factor_19,FirstLayer_dialogue_freq_factor_20,FirstLayer_dialogue_share_factor_1,FirstLayer_dialogue_share_factor_2,FirstLayer_dialogue_share_factor_3,FirstLayer_dialogue_share_factor_4,FirstLayer_dialogue_share_factor_5,FirstLayer_dialogue_share_factor_6,FirstLayer_dialogue_share_factor_7,FirstLayer_dialogue_share_factor_8,FirstLayer_dialogue_share_factor_9,FirstLayer_dialogue_share_factor_10,FirstLayer_dialogue_share_factor_11,FirstLayer_dialogue_share_factor_12,FirstLayer_dialogue_share_factor_13,FirstLayer_dialogue_share_factor_14,FirstLayer_dialogue_share_factor_15,FirstLayer_dialogue_share_factor_16,FirstLayer_dialogue_share_factor_17,FirstLayer_dialogue_speed_factor_1,FirstLayer_dialogue_speed_factor_2,FirstLayer_dialogue_speed_factor_3,FirstLayer_dialogue_speed_factor_4,FirstLayer_dialogue_speed_factor_5,FirstLayer_dialogue_speed_factor_6,FirstLayer_dialogue_speed_factor_7,FirstLayer_dialogue_speed_factor_8,FirstLayer_dialogue_speed_factor_9,FirstLayer_dialogue_speed_factor_10,FirstLayer_dialogue_speed_factor_11,FirstLayer_dialogue_speed_factor_12,FirstLayer_dialogue_speed_factor_13,FirstLayer_dialogue_speed_factor_14,FirstLayer_dialogue_speed_factor_15,FirstLayer_dialogue_speed_factor_16,FirstLayer_dialogue_speed_factor_17,FirstLayer_dialogue_speed_factor_18,FirstLayer_dialogue_speed_factor_19,FirstLayer_dialogue_speed_factor_20,FirstLayer_dialogue_speed_factor_21,SecondLayer_dialogue_inter_factor_1,SecondLayer_dialogue_inter_factor_2,SecondLayer_dialogue_inter_factor_3,SecondLayer_dialogue_inter_factor_4,SecondLayer_dialogue_inter_factor_5,SecondLayer_dialogue_inter_factor_6,SecondLayer_dialogue_inter_factor_7,SecondLayer_dialogue_inter_factor_8,SecondLayer_dialogue_inter_factor_9,SecondLayer_dialogue_inter_factor_10,SecondLayer_dialogue_inter_factor_11,SecondLayer_dialogue_inter_factor_12,SecondLayer_dialogue_inter_factor_13,FirstLayer_behaviorType_freq_factor_1,FirstLayer_behaviorType_freq_factor_2,FirstLayer_behaviorType_share_factor_1,FirstLayer_behaviorType_share_factor_2,FirstLayer_behaviorType_share_factor_3,FirstLayer_behaviorType_speed_factor_1,FirstLayer_behaviorType_speed_factor_2,FirstLayer_behaviorType_speed_factor_3,FirstLayer_map_share_size_factor_1,FirstLayer_map_share_duration_factor_1,FirstLayer_map_duration_factor_1,FirstLayer_map_share_size_factor_2,FirstLayer_itemInter_freq_factor_1,FirstLayer_itemInter_freq_factor_2,FirstLayer_itemInter_freq_factor_3,FirstLayer_itemInter_freq_factor_4,FirstLayer_itemInter_freq_factor_5,FirstLayer_itemInter_speed_factor_1,FirstLayer_itemInter_speed_factor_2,FirstLayer_itemInter_speed_factor_3,FirstLayer_itemInter_speed_factor_4,FirstLayer_itemInter_share_factor_1,FirstLayer_itemInter_share_factor_2,FirstLayer_tool_freq_factor_1,FirstLayer_tool_freq_factor_2,FirstLayer_tool_speed_factor_1,FirstLayer_tool_speed_factor_2,convinceBillScore,firstSetUpScore,secondSetUpScore,thirdSetUpScore,forthSetUpScore,PREU5,ThirdLayer_inter_factor_1,ThirdLayer_inter_factor_2,ThirdLayer_inter_factor_3,ThirdLayer_inter_factor_4,ThirdLayer_inter_factor_5,ThirdLayer_inter_factor_6,ThirdLayer_inter_factor_7,ThirdLayer_inter_factor_8,ThirdLayer_inter_factor_9,ThirdLayer_inter_factor_10,ThirdLayer_inter_factor_11,ThirdLayer_inter_factor_12,ThirdLayer_inter_factor_13,ThirdLayer_inter_factor_14,ThirdLayer_inter_factor_15,ThirdLayer_inter_factor_16,ThirdLayer_inter_factor_17,ThirdLayer_inter_factor_18,ThirdLayer_inter_factor_19,ThirdLayer_inter_factor_20,ThirdLayer_inter_factor_21,ThirdLayer_inter_factor_22,SecondLayer_task_inter_factor_1,SecondLayer_task_inter_factor_2,SecondLayer_task_inter_factor_3,SecondLayer_arg_inter_factor_1,SecondLayer_hotkey_inter_factor_1,SecondLayer_behaviorType_inter_factor_1,SecondLayer_behaviorType_inter_factor_2,SecondLayer_mapExp_inter_factor_1,SecondLayer_tool_inter_factor_1,SecondLayer_tool_inter_factor_2,SecondLayer_dialogue_inter_factor_14,SecondLayer_dialogue_inter_factor_15,SecondLayer_dialogue_inter_factor_16,SecondLayer_dialogue_inter_factor_17,SecondLayer_task_inter_factor_4,SecondLayer_item_inter_factor_1,SecondLayer_item_inter_factor_2,SecondLayer_item_inter_factor_3,SecondLayer_item_inter_factor_4
0.083688129,-0.030047109,0.064301659,0.002323763,-0.000563196,-0.002264817,-0.015608244,-0.093148805,-0.044024408,-0.051166576,-0.012330544,-0.024334755,63,Low,-0.615179462,-1.188081298,0,0.004049728,0.038138062,0.010067681,2.041658231,-1.252183195,-1.534004007,0.394333331,1.176684787,0.071766056,-0.452989712,0.150884397,-0.042625868,0.040978164,-0.161635676,0.06643123,-0.500842671,0.924469951,0.004180688,1.59262992,-0.118898093,1.094551048,0.884265337,0.159850936,0.276956587,-0.89751661,-0.425538832,-0.229977778,-1.216579914,2.343552478,-0.55987053,-2.366365737,-0.025592917,0.039735738,2.041037264,1.099483801,-0.929794832,0.187854121,-1.429506735,-0.187992128,-0.385864611,-0.325084625,-1.256765981,4.003406694,-1.442096423,-0.516701439,-1.409002165,0.118691328,-0.990684232,0.400954725,-0.343408842,-1.860891103,-0.237797568,-2.400021339,1.027873744,2.326263147,-0.695523724,-1.493243963,-0.105615306,0.853545143,-0.288811273,0.681559143,0.389150688,0.284556563,0.178454224,0.29016924,0.090422655,0.318741176,1.072857454,-0.344956576,0.478377477,-1.153936909,0.055197511,0.681103146,-0.426749889,0.789278683,0.206142889,-0.496306625,0.041447493,0.297958024,0.163153267,0.046651177,0.038325789,Small,Small,Small,Small,2.116653566,4.390663896,0.163887101,1.487815586,-3.24025083,1.896364318,-0.54894913,1.733392361,-2.181376931,0.00652547,0.159660945,-0.351464052,-0.885806335,0.036505732,-0.876313369,High,Low,High,Low,High,High,-0.504206685,0.153721758,-0.289004668,0.390341767,-0.754413407,1.006003167,-0.071190304,-0.922160189,-0.871289676,0.167627299,0.117335458,1.692404373,-1.686006696,0.149518127,-2.62265579,1.009029138,3.913467578,-0.640609012,-1.018922003,-0.202147572,-1.082864553,-1.816201363,-0.2520503,-0.808857001,-0.540891878,1.498747346,0.682620704,-1.475289584,-0.406819409,1.836790171,0.102580698,1.418433823,-0.396009268,-0.44231965,2.130952049,-1.91944973,-0.057223594,1.157883591,0.049585622,-2.300608169,2.923525593
0.019130906,0.048173035,0.019084673,0.063382867,0.067469384,0.008837974,-0.041571236,-0.043162646,0.019227268,-0.057470004,0.016942418,-0.129856469,64,High,-1.796961031,-1.142991239,0,-0.023680776,-0.016533367,-0.0105096,1.978564652,-1.365508772,-0.840132946,-0.29430338,1.9024888,0.083697239,-0.743939738,-0.197605261,-0.261755528,-0.246152885,-0.405692332,1.302215199,-0.145736035,-1.112957602,0.717070562,-1.090284797,0.581018746,-0.139940134,-0.471329557,0.087674397,-0.310812555,-0.435034575,0.261563981,-1.149581023,0.215450219,-0.649493949,-1.485385718,-0.030136706,0.946060444,-0.749133016,0.272736986,0.702199531,-0.39708398,1.077406317,-0.868671412,0.569300941,-0.316051782,-0.11373248,-0.488511588,0.145557768,0.56360391,0.010897543,-1.274136384,-1.264110311,0.052415701,-0.405949117,-0.786155987,-0.176594796,0.342145481,-0.24321165,0.705533632,0.344335955,-0.236828109,-0.149347662,-0.471828742,-0.696810156,1.677811975,1.278604876,-1.039960981,-0.320224561,-1.752847888,0.080528525,-0.320792489,-0.972685623,-1.18970568,0.26377632,0.420627088,0.411439975,0.465030391,-0.275474854,0.372778175,0.289353453,-0.664377557,0.179841881,-0.123794506,0.465598397,-0.350298464,-0.17333854,0.024424003,Small,Small,Small,Small,-2.239665032,4.429206772,0.121938506,1.03729236,1.981924225,0.727634378,1.046934952,0.017155772,-0.54849514,0.650107474,-0.443897762,0.979251006,-0.765772469,-1.207833664,-0.063623791,High,High,High,High,High,High,-0.862160777,-1.003048105,-1.241429196,-0.171498312,-1.501527856,-0.657678269,0.18011861,-0.706509429,-2.444870373,5.25505955,-1.456998832,1.249482038,-0.396182778,-0.779922849,-1.178912565,1.07114452,-2.743243851,-1.284075455,-1.230387721,-1.123264414,-1.10924063,-1.322242237,0.195801281,-1.337375493,-0.924987366,-1.763209448,1.799158742,-1.587186632,0.317845203,1.001439929,-0.48362075,-0.600132299,4.478688186,0.57630585,-1.17955549,0.558158496,2.43807118,-1.419872114,-0.977840943,-1.232525402,0.171177698
0.012391145,-0.039726306,0.015418347,0.00452518,0.059838624,-0.013250285,0.009912567,0.048606905,0.03696386,-0.046164264,0.022871501,0.095624878,65,Low,4.827886264,-3.00452883,0,0.022744804,0.077882409,0.067618659,6.288400614,-0.463026916,0.792083694,-0.020434797,0.44044734,1.046118513,1.573499281,-0.958610468,0.529063683,-0.916234011,-0.222795293,0.334879253,-0.277852375,1.18648986,0.100585934,0.259637127,0.104029602,-0.219753138,-2.219149362,2.218185007,0.122463567,2.080392,0.609681701,1.199333344,-1.463862793,1.980222479,-1.006207435,-0.349401735,0.738012154,-0.88523629,1.170686327,1.014086224,0.660674601,0.618789131,-0.916315082,-1.926207959,-1.298004637,-1.131442333,0.265998982,0.671894507,-0.977925124,-1.313340816,0.338274015,0.525731842,1.114237865,0.232497811,0.309670319,-0.221991546,-1.032240829,0.637890226,0.290769334,-0.195798318,-0.638779617,-0.229036522,0.788523981,1.018067369,-0.385491897,-0.467933828,0.700292456,-0.221811807,0.218631697,0.919246802,-0.502963092,0.096033136,0.17179865,0.811455068,0.94869289,0.305644355,-0.239509311,-0.038323004,0.765835005,0.876869027,0.048877443,-0.340210459,-0.274416195,0.075076849,-0.140766009,0.033926151,0.018437765,Small,Small,Small,Small,12.81066259,0.55467174,1.282258601,3.118845295,10.84597059,9.345164882,1.437272283,-2.418980039,1.333173706,-1.096943484,1.216671219,-0.684142816,-3.241106781,-0.941186779,0.001463645,High,High,High,High,High,Low,1.567997201,3.212305644,2.135641193,-0.640954899,3.014007639,0.005807921,-1.491902806,3.39046553,-0.066777022,-0.47951698,1.516967527,0.264974638,2.579106653,-1.275876427,2.206033123,1.012821997,1.827429964,1.515485458,0.191877999,1.242371532,-0.533718793,1.673158292,0.713629579,1.20251688,-0.441967339,-0.494612649,-0.559843356,2.233755052,-0.78432627,-1.104132268,0.78051597,-1.732808341,-2.175445642,1.155670535,1.102314068,0.506847636,0.865525736,0.283183987,-0.891252063,2.209010163,1.237231012
0.065664344,0.02930743,-0.138891276,-0.00139132,0.008879031,0.005363041,-0.005671712,0.018536304,0.000637565,-0.088527242,0.006595892,-0.205847334,66,High,0.300195946,3.28000574,0,-0.024323769,-0.018088039,-0.014116746,2.608704323,-1.683737145,-0.2138588,-1.366742232,1.737372413,0.095390317,-1.512929578,-0.618005332,0.501726937,-1.026405567,0.271077523,-3.027063222,4.800727585,-0.017423858,0.49848268,-0.331597035,-0.250452755,1.393313351,-0.02107479,-0.71802074,0.529194848,0.099326754,-0.264304741,-1.985747527,0.349481849,0.727198882,0.257326215,-0.338738251,-2.407600223,-0.202155364,0.199652934,0.236433174,-1.146866102,-0.543236325,0.079115859,-1.111951572,-0.516365942,2.526772596,-0.286068965,-0.33747153,1.432163928,-0.66844157,1.060994349,0.41740085,0.883523909,0.936684379,1.48989811,3.056886926,0.08641554,0.110452515,-0.356103197,0.506093422,0.999568448,0.46739777,-1.817201218,0.373996689,0.104165579,0.828340565,0.365670297,0.177378243,-0.891175636,-0.472298984,-0.340012289,0.359488126,-0.643208055,0.952325286,-1.013207011,-0.860889754,0.675647323,-0.604814025,-0.235806304,-0.040467067,-0.415398109,-0.223926994,0.687456833,-0.143454968,0.476308714,-0.159202665,-0.015534572,Small,Large,Small,Small,-3.890676338,6.115798568,0.290063622,-0.129268231,0.308402281,0.766845534,-0.374016077,0.801295567,-0.392704819,-0.318199536,-1.553165369,0.979251006,-0.765772469,-1.207833664,-0.063623791,High,High,High,High,High,Low,-1.252515613,-1.77342245,-2.285356966,0.565694666,0.405286039,-3.386423418,1.247947131,-2.111342999,-0.451909742,3.977960154,-1.56715048,0.455076996,-1.086296525,-1.740488227,2.932778014,-0.634778817,-2.164264872,-1.320595014,0.794693108,0.994019283,0.026527918,-2.294039111,-0.213924712,-3.003343792,-2.739078736,-0.060801179,1.776627416,-1.54073206,1.648819817,0.459410813,1.88241566,-0.117720678,2.719194375,-1.268428596,-0.405951145,-0.630046558,1.670523631,-1.90858594,0.563526317,-4.953782144,-0.653673351
-0.074227776,0.00803942,-0.003902152,0.003277258,-0.005078719,0.002054135,-0.002913852,-0.084673123,-0.008222394,-0.009906736,0.012900044,-0.004946032,67,High,0,3.770302987,1.481188339,-0.004200278,-0.026580579,-0.026516381,2.382962951,-0.304714228,1.980455553,0.397432474,0.328885054,0.230557168,-0.021059777,-0.010498284,-0.514511238,-0.488885719,0.220081425,0.201099336,-0.198337769,-0.356763531,0.01031059,0.696047408,-0.757207707,-0.649578886,0.2341257,-0.156939982,-0.125590107,-0.15138214,-0.00435826,3.135906035,-1.185776226,3.127898354,0.48702139,-0.19586112,0.438131984,-0.68498187,1.02890703,1.53524805,-0.690544293,1.935558817,-1.115626168,1.351902143,0.963448315,-0.684267847,0.799261068,-1.043249466,-0.764985003,-0.551612676,-0.728333295,-0.229522192,-0.730379498,-1.717664373,0.381055621,-0.848611704,0.543386174,0.674576793,-0.201912429,0.08802341,0.230563794,-0.557135388,0.088444067,0.409736363,-0.624978166,0.185895204,-0.576116681,0.632807792,0.27999951,-0.217542723,0.467832797,0.616045858,-0.464257511,0.042497429,-0.714554339,-0.932324557,0.407972695,0.163042593,-0.463295272,0.175039048,0.281806443,-0.057539595,0.710119448,-0.275892813,0.54133467,-0.079302123,-0.090141858,Large,Small,Small,Small,8.293737383,-1.016115726,0.858180618,-1.94829881,3.724800058,-3.478269395,-0.713313177,-0.746452914,0.735880098,1.638321871,1.572983309,0.313893477,0.694058626,-1.021706077,-0.111273245,High,Low,High,High,High,High,1.493147088,0.114827523,3.508791492,0.246151953,-0.113822147,-0.924245743,-0.749075104,0.656895549,-0.605743875,0.165222802,0.115412258,0.788885439,-0.851936693,-1.12375256,0.065760923,-3.00071873,-0.538123231,-0.145711562,-1.14746422,1.027398416,-0.749874187,0.873210059,0.252836138,0.650801406,0.856758986,1.53420838,-0.818370794,0.266198388,0.199442952,-0.035285822,-1.156778904,0.825960734,-3.006672266,1.32294065,-1.362903788,2.461626281,-0.335054056,0.270508098,-0.994886079,1.302053855,0.618723518
0.039472334,0.012578226,-0.006873088,0.008632058,0.039029352,-0.178155911,-0.032603152,-0.059514782,-0.066542993,0.072730559,-0.018691357,0.047830338,68,High,-3.163681048,0,1.876891483,-0.016861203,0.055535553,-0.02273704,2.402171081,-1.192543131,-1.495129695,1.170639666,1.139731857,0.830953479,-1.431375267,0.125410817,-1.091149095,0.497549831,-0.219217549,1.397591909,0.475309436,-0.618512702,1.924099734,-0.543903652,-0.475795103,-0.026802504,-0.374573305,0.15576452,-1.124953637,-1.123260626,0.097267648,2.351602555,-1.129853906,1.640958432,0.445919082,-0.433163026,-1.210740465,0.08317486,-0.532361531,-0.171392497,-0.946447235,-0.259233639,-0.208612405,0.922205537,-0.035558408,0.380719863,-0.295138519,-0.915889378,-1.059411543,-0.382040174,-1.640693112,1.290240212,-0.477273373,-0.784700913,-0.158975813,0.192947965,1.412694534,-0.465411504,0.122650195,1.418415953,-0.811396725,0.152279286,0.391012084,-0.640762296,0.48716535,-0.095273148,-0.417335647,0.242572915,0.760991475,-0.05556219,0.075920845,-0.669201058,-0.406030528,-0.007993947,1.02867524,-0.102553419,-0.02213747,-0.261267497,0.3165049,-0.345217359,0.753467918,-0.260622601,0.486433403,-0.019695309,-0.022735716,-0.161648915,0.196545671,Small,Small,Small,Small,-1.366905698,3.850579999,-0.022450694,4.300171388,-2.717525776,-1.258318965,-5.566766709,-2.49063177,5.723409966,1.766730094,-1.949921054,-6.505564565,4.59051476,5.314619613,-2.66279188,High,High,High,High,High,Low,-0.334346379,1.178779818,0.944907957,5.399858513,0.168872774,1.844676252,-0.358199525,-0.993467596,-0.679015095,-0.520298261,-0.525848292,0.380920359,-1.881110598,-0.253655897,0.088776042,0.316199267,-0.142326416,0.476712668,-0.881181021,0.064117508,0.279554615,-0.431247134,0.608732991,0.365722864,1.685698386,-0.460364638,-1.047296048,-0.995364841,0.85264344,-1.888489946,0.765443814,-0.778826401,-0.007019109,-1.3114258,-0.744731397,-1.558495678,-1.453565999,-0.648348979,-3.130884836,0.712796268,-0.279969317
-0.053001156,0.013441295,-0.013974107,-0.192076821,-0.008539126,0.106146118,-0.004157509,-0.080708713,-0.016331326,-0.03275207,0.081036869,0.000861974,69,High,2.407843113,0,-4.234227521,-0.024634882,-0.01778417,-0.005968923,2.19111821,-1.631985431,-0.656758345,-0.213530201,-0.388701302,-0.331880792,0.382195946,-0.514813923,0.132229815,-0.877433352,-0.093894883,0.164595711,-0.019248012,0.716844119,-0.366623586,-0.479705384,0.15740191,0.1241015,-0.391260601,0.15703718,-0.241188097,-0.115667929,-0.047869792,-1.735893883,-1.604606045,0.729222068,-0.769545258,-0.251168883,-1.346474538,0.755856683,-1.453829289,-0.173520695,-0.358411991,-0.382156108,1.624639271,-0.284162286,-1.468842839,0.543159954,1.188690099,0.213040218,0.730323313,0.591598426,0.463019297,-0.070962733,-0.478020365,-0.616663937,0.105701917,0.047228666,0.817838561,-1.124231819,-1.317211746,0.239791692,-0.077235871,0.078482588,0.186871746,-0.176129882,0.108663921,-0.582897421,0.385925736,-0.101175384,-1.280702734,-0.488208265,-0.108803406,-0.761878192,0.190711147,-0.045584977,-0.123637821,0.15792218,0.590325864,-0.017544355,-0.088842128,-0.578428211,-0.544183794,-0.230411936,0.454652154,-0.064597845,0.229564277,-0.191309363,0.067876296,Small,Small,Small,Large,-4.126361193,5.058371049,-0.005695539,-0.486754395,0.582080889,-0.385200536,0.047686765,0.373954841,-0.405125936,-0.553491085,-0.795070101,0.646572242,-0.097096303,-1.2292019,-0.414494287,High,High,High,High,High,High,-1.166120731,-0.485644127,2.415874505,-0.301964936,0.307161295,-1.284261827,0.83330035,1.033851357,1.687090713,-0.652875586,0.23947397,-1.556959494,-0.206487194,-0.377756301,1.902403887,0.415111788,-0.50963492,-0.588479264,0.068507149,0.427733169,0.39295549,1.943797446,1.932596664,-1.925750229,-0.639979072,1.393473916,-0.944523596,2.404502026,-1.308994686,1.191095811,0.18101589,-1.661440217,-0.414063424,-0.746427313,-1.550503998,1.121082211,-1.756905311,0.665105134,-1.724662823,0.809595367,2.266253006
0.086013557,-0.019996815,0.012218231,0.04690597,-0.040597278,0.070855639,-0.088278583,-0.039012518,0.022025178,-0.056708846,-0.041674579,-0.041637027,70,High,0.253093952,0,0.873769139,0.003349215,-0.029054717,0.038439603,1.900700117,-1.369440418,0.041409683,-0.037903633,0.080855121,-0.537883323,0.324183466,-1.215639282,0.439264374,1.413940944,-0.705944067,-0.123572794,-0.090105209,-1.277317238,-1.011221242,0.765172582,-0.453214022,-0.403447137,0.132964305,-0.52678474,0.01467256,-0.18024289,0.67937173,-5.189653295,-1.844064678,0.212575217,-0.105839269,0.010831348,0.835459556,-0.91090002,2.4283053,-1.211071761,-0.743530177,0.248991969,1.148916515,0.820215737,1.839625608,-0.017264678,-0.988034076,0.303905836,-0.927576225,-0.21410799,0.515798179,-1.528332267,-0.816506241,0.055675056,0.650905749,0.49394059,0.133991251,0.761836257,-0.212801439,-0.853996234,-0.035768848,0.210252913,1.070768727,0.500587398,-1.460416757,0.10599861,-0.306720388,-0.622189608,0.034630484,0.112610036,0.22868846,0.136357485,0.521780512,-0.093586022,0.117568097,-0.925818087,0.395348606,0.234134057,-0.699833312,-0.59470053,-0.168460543,-0.082189728,0.028822866,-0.14709711,0.767933974,-0.062634363,-0.021812772,Small,Small,Small,Small,-4.042387365,4.870762864,-0.028359395,-0.311172928,1.13023123,-0.189545378,0.245119204,0.596108017,-0.266389978,-0.214461783,-0.617056495,0.979251006,-2.971050119,-0.670549012,0.559142674,High,Low,High,Low,High,High,-1.037676021,0.117507852,-1.524772813,0.169808142,1.299106777,-0.066024166,-0.789977824,-2.69871215,0.940324449,1.906119082,0.231296291,1.164692364,0.739534956,-0.372860625,0.864677711,-0.034213775,-0.804960738,0.021538063,0.273657159,1.283181369,-0.69355171,-0.290355052,-1.412684099,-0.713426279,0.534167836,-0.240973686,0.000713854,-1.139582622,1.451042864,-0.479718708,-1.061139908,0.38487416,-1.038817095,-0.496183562,1.017066583,-0.08533621,0.507326488,-0.299587923,0.762624368,-0.74287664,1.027303068
-0.074227776,0.00803942,-0.003902152,0.003277258,-0.005078719,0.002054135,-0.002913852,-0.084673123,-0.008222394,-0.009906736,0.012900044,-0.004946032,71,Low,1.89263545,-3.242442178,0,-0.018416334,-0.007629091,-0.005913038,1.85825534,-1.676705897,-0.533607548,-0.210183353,0.433595846,-0.021213176,-0.111617649,-0.038695275,-0.039477023,-0.58811052,-0.493353624,-0.445496736,-0.464986896,-0.155424413,-0.006043567,0.096550697,-0.020060502,-0.048619954,0.060164439,0.10629931,-0.031985173,0.077384772,0.280329372,-3.212653156,1.090426885,-1.583444417,-0.821220889,0.147623811,-0.491574712,-0.699284907,-1.077594247,1.496698965,0.003587122,0.551723194,0.219497595,-0.481505121,0.026521596,0.073368518,-0.992088575,0.07884527,0.730172431,0.243256884,-0.383778467,-0.360461526,0.820157193,0.896397457,0.302124425,-0.929238322,0.727514223,0.586213861,0.357631499,-0.55608313,0.347204395,-0.02372354,-0.470986652,0.685207378,0.279824863,1.40588772,0.013087388,0.446721879,0.331705649,-0.320699007,0.058259026,-0.580732508,1.024701125,-0.386097953,0.573915642,0.479636563,0.642958688,1.078990735,-0.892808402,0.360508443,0.32325445,-0.088506458,0.833269448,0.180881289,0.149184881,-0.039902614,0.166076293,Large,Small,Small,Large,14.37723697,-5.27826215,0.535799411,3.326910755,3.762221705,8.153287097,4.112576907,0.80324166,7.018195035,-0.034128175,1.471992251,-0.96122291,2.90142775,1.947857756,1.838241934,High,High,High,High,High,Low,1.819490285,1.810896712,-0.783315104,1.934552259,1.358108262,-1.291077169,0.290547487,-0.207069122,0.041682029,3.732432766,-1.445659963,-0.581617623,-1.507462536,-1.711680756,0.268705453,1.901238545,-3.19400788,-1.533741181,-1.469624929,-0.879499723,1.867276995,0.320374037,-0.004570733,-2.479820438,-1.557126205,0.33677499,1.14123797,1.812702739,0.965646075,-2.233919679,1.487469386,-0.497794874,1.12462845,2.721817908,-0.323495475,1.188355485,2.06703398,0.44333351,-0.260774948,0.61494227,1.417156665
0.018170035,-0.00927558,-0.018597468,0.021310782,-0.013239209,0.009755244,0.019576519,-0.106171943,-0.113749498,-0.012697692,-0.015607092,0.004094918,72,High,0,-1.613749376,0.398984666,-0.018961731,-0.008244164,-0.008261099,2.049591936,-1.663013064,-0.975513723,0.599744925,0.197424625,0.040017098,0.548264416,1.903316807,1.575985293,0.06310608,0.831284189,-0.378077827,-0.729182866,-0.659266627,-0.31421826,-0.77079455,0.065415869,-0.738424577,1.053680307,0.566002273,-0.391601481,0.128382328,0.049699135,-4.775153474,0.691466279,-2.199700306,-0.741607911,-0.604863808,-0.942617838,0.990822314,0.231134898,-2.231509092,-1.689228774,-0.89761487,-1.318769193,0.455357136,-0.617099126,-0.011760852,-0.185264875,0.003470914,-0.022719794,0.448895099,1.571603234,0.465775978,-0.797677938,0.164682743,-0.714552044,0.042753341,-0.08580295,0.119469284,-0.016236932,-0.667319784,-0.201296262,0.494838272,-0.339030823,0.048726975,-0.569420153,0.97604641,-0.378999446,0.372460252,-0.021158296,0.407966137,0.569182376,0.323998174,1.091526881,-0.674163458,-0.331756691,0.352331411,0.177603676,0.701718993,0.253300694,-0.809139042,0.000412321,0.121347142,-0.001317895,0.382885143,-0.31547477,0.347947161,-0.09016051,Small,Large,Small,Small,3.237679186,2.386847253,0.034036347,-1.716588932,-2.055276129,0.347415209,0.131988045,-0.759790632,-1.132647653,-3.126769309,-0.897730967,0.979251006,0.318969043,-1.074489797,-0.173038513,High,High,High,High,High,Low,0.271949717,1.060981428,-1.413418308,0.863678231,0.80392118,-1.105426905,1.148691663,1.023971296,-1.90837259,-1.720939412,-0.984425995,-0.065691904,-0.733247706,-0.199486233,-0.120653841,1.259669575,-0.576596522,-0.444977449,-1.078972905,-1.669716115,0.239911508,-0.377623662,0.725684118,0.313387152,0.107872679,-0.3245893,-0.458171535,-0.067546136,0.138115936,-1.07239756,-0.712923602,0.719523514,-0.331766255,-0.652735353,-1.112545256,-0.150874726,0.01933247,1.960239065,0.078754973,0.876930702,-0.308541989
